"","word1","word2","word3","word4"
"4234","year","old","girl","usa"
"4235","yes","rt","anyon","els"
"4236","yet","again","least","o"
"4237","yet","can","still","extrem"
"4238","yo","wife","can","stay"
"4239","york","incorpor","item","c"
"4240","york","univers","school","law"
"4241","you","crazi","number","call"
"4242","you","even","though","make"
"4243","you","glad","like","it"
"4244","you","happi","birthday","you"
"4245","you","happi","mother","day"
"4246","you","one","can","enter"
"4247","you","pleas","dont","make"
"4248","you","realli","look","forward"
"4249","you","rt","happi","birthday"
"4250","young","adult","charliz","theron"
"4251","young","player","can","learn"
"4252","your","one","peopl","just"
"4253","yourself","georg","bernard","shaw"
"4254","yourself","life","creat","yourself"
"4255","yourself","whatev","done","alway"
"4256","yr","old","yr","old"
"4257","yu","open","codi","nov"
"4258","yuh","can","pik","one"
"4259","yuh","will","notic","n"
"4260","yur","follow","dream","mine"
"4261","yuri","night","video","contest"
"4262","yusufali","o","ye","believ"
"4263","yuval","diskin","consult","freddi"
"4264","zaba","support","kid","kid"
"4265","zentan","spi","love","sushi"
"4266","àö","see","beautifulbrownskin","want"
"4267","ò","ò","ò","ò"
"4268","ò","ò","market","memori"
"4269","ò","òa","review","use"
"4270","ò","òd","report","inform"
"4271","ò","òfollow","congrat","wed"
"4272","ò","òit","just","seem"
"4273","ò","òit","just","unfortun"
"4274","ò","òoveral","look","bad"
"4275","ò","òwhether","ball","air"
"4276","ò","ù","oh","cool"
"4277","ò","a","greek","dinner-parti"
"4278","ò","ÊúàÊ","neo","voltag"
"4279","ò","babi","ò","lgbt"
"4280","ò","back","new","york"
"4281","ò","blaze","fire","never"
"4282","ò","book","let","go"
"4283","ò","cant","wait","lay"
"4284","ò","chang","view","òlife"
"4285","ò","ding","round","lug"
"4286","ò","drive","percuss","beat"
"4287","ò","fear","confus","power"
"4288","ò","footag","section","wwwntuacukfalcon"
"4289","ò","go","back","alreadi"
"4290","ò","go","take","one"
"4291","ò","hibiya","outdoor","music"
"4292","ò","improv","word","placement"
"4293","ò","lgbt","th","month"
"4294","ò","love","one","can"
"4295","ò","market","ò","odd"
"4296","ò","market","memori","cleveland"
"4297","ò","michael","r„os","open"
"4298","ò","minut","find","focus"
"4299","ò","odd","shop","scatter"
"4300","ò","or","òban","ò"
"4301","ò","peopl","just","need"
"4302","ò","peopl","think","crazi"
"4303","ò","pronounc","òband","ò"
"4304","ò","refresh","song","ù"
"4305","ò","rt","cancer","femal"
"4306","ò","rt","morn","ò"
"4307","ò","ö","gonna","put"
"4308","ò","score","scorescorescor","vjf-mz"
"4309","ò","score","scorescorescor","vp-t"
"4310","ò","shout","out","promo"
"4311","ò","strang","case","dr"
"4312","ò","success","journey","destin"
"4313","ò","thank","follow","ù"
"4314","ò","thank","follow","look"
"4315","ò","time","go","mia"
"4316","ò","top","chain","safe"
"4317","ò","tri","come","ˇòö"
"4318","ò","tweet","lame-o","took"
"4319","ò","u","now","will"
"4320","ò","verb","òband","ò"
"4321","ò","which","malayalam","mom"
"4322","ò","word","alway","remind"
"4323","ò","you","meant","evil"
"4324","òÅ","ö","ö","ö"
"4325","òa","career","life","scienc"
"4326","òa","circuit","like","me"
"4327","òa","cpn","made","contact"
"4328","òa","director","banqu","de"
"4329","òa","duti","state","prevent"
"4330","òa","mistak","whole","rang"
"4331","òa","review","use","feder"
"4332","òa","strong","magnet","field"
"4333","òabdul-bah„","laid","cornerston","america"
"4334","òabdul-bah„","scoop","hand","earth"
"4335","òabolit","physic","enslav","predomin"
"4336","òabout","section","there","noth"
"4337","òacadem","inferior","òbad","reput"
"4338","òact","òmusic","video","use"
"4339","òactiv","ingredi","particular","class"
"4340","òadag","appli","to","get"
"4341","òadministr","group","set","administr"
"4342","òage","appar","three","month"
"4343","òage","three","year","earlier"
"4344","òaggress","instead","put","effort"
"4345","òalien","ha","aint","got"
"4346","òalien","planet","extraterrestri","life"
"4347","òall","head","mental","ill"
"4348","òall","natur","ingredi","manufactur"
"4349","òall","time","wrap","hand"
"4350","òalter-ego","pilgrimchamp","halforphan","joan"
"4351","òamaz","spirit","shown","student"
"4352","òamerican","airlin","flight","endur"
"4353","òamerican","citizen","kevin","scott"
"4354","òamerican","pie","chorus","mind"
"4355","òamma","ò","which","malayalam"
"4356","òan","earth","paradis","live"
"4357","òan","open","letter","apolog"
"4358","òanarchist","googl","imag","search"
"4359","òand","close","second","vote"
"4360","òand","find","it","is"
"4361","òand","see","secret","will"
"4362","òand","shall","relent","day"
"4363","òand","wish","can","love"
"4364","òani","also","ask","high"
"4365","òanti-masonri","nineteenth-centuri","ottoman","lebanon"
"4366","òanti-zionist","historico-doc","on","islam"
"4367","òantiqu","so-cal","excurs","c"
"4368","òapa","mean","water","also"
"4369","òapartheid","day","brave","dilig"
"4370","òapplic","webinar","work","realli"
"4371","òapril","white","rhododendron","bloom"
"4372","òarm","state","impos","ten-year"
"4373","òaround","level","mean","within"
"4374","òarrow","sun","stori","about"
"4375","òartein","intrigu","assemblag","year"
"4376","òartifici","doubl","track","fair"
"4377","òas","grow","older","pay"
"4378","òash","mistri","savag","fortress"
"4379","òassist","marriag","peer","origin"
"4380","òat","point","anyon","hospit"
"4381","òattack","salman","rushdi","islam"
"4382","òauthoritarian","crimin","prosecut","not"
"4383","òauthoritarian","mean","civil","litig"
"4384","òavodah","merci","benevol","gmilut"
"4385","òawesom","òcomplex","just","appear"
"4386","òawesom","òcool","invit","youth"
"4387","òb","semi","three","year"
"4388","òbaba","mean","granni","old"
"4389","òbabi","board","sign","hang"
"4390","òback","day","phil","id"
"4391","òback","start","now","weve"
"4392","òbad","baby-sitt","accident","hire"
"4393","òbad","reput","turn","anti-american"
"4394","òball","game","òconsequ","creat"
"4395","òbama","stay","schedul","at"
"4396","òban","ò","peopl","just"
"4397","òband","ò","or","òban"
"4398","òband","ò","pronounc","òband"
"4399","òbank","holiday","bank","holiday"
"4400","òbar","section","featur","restaur"
"4401","òbarragan","style","know","today"
"4402","òbasic","hair","still","lock"
"4403","òbasil","brush","hunt","think"
"4404","òbe","nice","peopl","want"
"4405","òbeat","woman","never","ok"
"4406","òbefor","after","structur","film"
"4407","òbefor","start","feast","tonight"
"4408","òbeginn","column","knock","good"
"4409","òbenign","indiffer","univers","feel"
"4410","òbig","peopl","ò","word"
"4411","òbig","pussi","bonpensiero","kill"
"4412","òbill","kristol","week","standard"
"4413","òbirth","experi","move","one"
"4414","òbirth","human","growth","decrepitud"
"4415","òblend","human","white","countri"
"4416","òbls","sudden","play","tune"
"4417","òbobbi","although","idea","consid"
"4418","òboer","leader","amongst","them"
"4419","òbook","dilip","kumar","everi"
"4420","òbook","monster","which","act"
"4421","òborder","ògovern","unit","state"
"4422","òbout","limerick","wrote","regal"
"4423","òboy","cloth","yard","sale"
"4424","òbred","caribbean","also","educ"
"4425","òbrian","make","differ","justic"
"4426","òbrilliant","strategist","glean","everi"
"4427","òbritish","bread","butter","pickl"
"4428","òbroadcast","òorgan","product","present"
"4429","òbrown","bori","take","somewher"
"4430","òbucha-co-satthi","mean","òbabi","friend"
"4431","òbucket","list","ive","austin"
"4432","òbuild","line","plot","boundari"
"4433","òbuilt","harvest","around","backbon"
"4434","òbusi","model","busk","street"
"4435","òbusinessmen","renown","abus","use"
"4436","òbut","boy","right","ònoooooo"
"4437","òbut","enjoy","attent","boy"
"4438","òbut","it","middl","night"
"4439","òbut","it","wheelchair","it"
"4440","òbut","someth","him","mayb"
"4441","òbut","time","think","solid"
"4442","òbut","you","said","smile"
"4443","òcall","nurs","button","other"
"4444","òcalm","fk","down","therefor"
"4445","òcan","sic","deliv","destroy"
"4446","òcar","dock","mode","app"
"4447","òcaramel","pud","obvious","know"
"4448","òcarri","team","tevez","score"
"4449","òcastrat","marriag","widespread","use"
"4450","òcaus","im","im","suppos"
"4451","òcaus","one","daddi","gonna"
"4452","òchameleon","jam","relationship","unchang"
"4453","òchapter","father","often","call"
"4454","òcharm","yet","somehow","dont"
"4455","òchateau","berkshir","ephrussi","cours"
"4456","òche","freddo","infernal","said"
"4457","òcheap","office-suit","databas","applic"
"4458","òcheck","up","see","òfit"
"4459","òchekov","gun","will","show"
"4460","òchennai","live","move","copyright"
"4461","òchewi","dog","òbut","boy"
"4462","òchicken","run","mean","term"
"4463","òchitti","chitti","bang","bang"
"4464","òchoic","felt","stuck","fault"
"4465","òcitizen","bahrain","group","claim"
"4466","òclass","a","paint","fortun"
"4467","òcmmish","vip","vip","do"
"4468","òcoffe","road","fact","gen"
"4469","òcold","cooooold","coooooold","shake"
"4470","òcommand","rank","henc","appar"
"4471","òcommun","practic","framework","sustain"
"4472","òcommun","practic","workplac","apprenticeship"
"4473","òcompleat","trip","us","journey"
"4474","òcomplex","just","appear","around"
"4475","òcomplicit","activ","american","militari"
"4476","òcomprachico","adopt","pejor","term"
"4477","òconflict","tourism","bid","stop"
"4478","òconfus","stubborn","christian","refus"
"4479","òconnect","dot","think","be"
"4480","òconsequ","creat","quit","metaphor"
"4481","òcontagi","take","complic","write"
"4482","òcontriv","dream","amplifi","project"
"4483","òcontroversi","suitabl","eh","inappropri"
"4484","òcool","go","úive","heard"
"4485","òcool","invit","youth","offici"
"4486","òcooli","balanc","burden","two"
"4487","òcos","boss","eye","cashier"
"4488","òcos","rememb","everyth","die"
"4489","òcounterpart","artifici","intellig","albeit"
"4490","òcourier","ask","bring","home"
"4491","òcours","do","son","bitch"
"4492","òcreat","beach","work","on"
"4493","òcreatureteach","interview","form","stuff"
"4494","òcreepi","atmospher","realli","likeabl"
"4495","òcrime","fiction","contemporari","ireland"
"4496","òcross","knowledg","boundari","perspect"
"4497","òcultur","revolut","slogan","second"
"4498","òcurrent","altern","òtimeless","stori"
"4499","òcut","check","shut","up"
"4500","òcut","day","took","shot"
"4501","òcuz","know","young","white"
"4502","òcyber-sex","like","mani","parent"
"4503","òd-day","mass","popular","upris"
"4504","òd","ò","verb","òband"
"4505","òd","report","inform","share"
"4506","òdando","rod","òraza","king"
"4507","òdarl","òdevil","sentenc","immatur"
"4508","òdat","ass","mean","it"
"4509","òdaunt","length","trilog","yet"
"4510","òdave","comedi","tv","channel"
"4511","òday","one","again","day"
"4512","òdeal","complet","accord","rumor"
"4513","òdebug","modul","name","òtestmodul"
"4514","òdeclar","war","itv","launch"
